name,cuisines,aggregate_rating,rating_text,votes,currency,average_cost_for_two,price_range,locality,locality_verbose,city,zipcode,country_id,latitude,longitude,has_online_delivery,has_table_booking
Fork & Brewer,"Kiwi, European, Pizza",4.0,Very Good,68,NZ$,100,4,Te Aro,"Te Aro, Wellington City",Wellington City,,148,-41.2891666667,174.7758333333,0,0
Cosa Nostra,Italian,4.0,Very Good,53,NZ$,90,4,Thorndon,"Thorndon, Wellington City",Wellington City,,148,-41.2783610000,174.7696380000,0,0
Giddy-Up! - The Mussel Bar,Seafood,4.0,Very Good,28,NZ$,50,3,Te Aro,"Te Aro, Wellington City",Wellington City,6011,148,-41.2913463173,174.7771543228,0,0
The Salty Pidgin,"Kiwi, European, Pizza",4.0,Very Good,34,NZ$,85,4,Brooklyn,"Brooklyn, Wellington City",Wellington City,,148,-41.3054680000,174.7630580000,0,0
Poppies,European,4.0,Very Good,20,NZ$,70,4,Martinborough,"Martinborough, Wellington",Wellington,,148,-41.2172480000,175.4773170000,0,0
The Flying Burrito Brothers,Mexican,3.9,Good,175,NZ$,80,4,Te Aro,"Te Aro, Wellington City",Wellington City,,148,-41.2945000000,174.7750000000,0,0
Regal,Chinese,3.9,Good,91,NZ$,60,3,Te Aro,"Te Aro, Wellington City",Wellington City,,148,-41.2940000000,174.7830000000,0,0
KK Malaysian Restaurant,Malaysian,3.9,Good,124,NZ$,35,2,Te Aro,"Te Aro, Wellington City",Wellington City,,148,-41.2933333333,174.7751666667,0,0
Kazu,"Japanese, Sushi",3.9,Good,77,NZ$,50,3,Te Aro,"Te Aro, Wellington City",Wellington City,,148,-41.2927550000,174.7816490000,0,0
Nicolini's,Italian,3.9,Good,110,NZ$,80,4,Te Aro,"Te Aro, Wellington City",Wellington City,,148,-41.2936666667,174.7826666667,0,0
Thai Chef's Restaurant,Thai,3.9,Good,87,NZ$,50,3,Te Aro,"Te Aro, Wellington City",Wellington City,,148,-41.2926666667,174.7835000000,0,0
Bangalore Polo Club,"Indian, European, Asian",3.9,Good,69,NZ$,100,4,Te Aro,"Te Aro, Wellington City",Wellington City,,148,-41.2931666667,174.7805000000,0,0
The Ramen Shop,Japanese,3.9,Good,87,NZ$,45,3,Newtown,"Newtown, Wellington City",Wellington City,,148,-41.3139000000,174.7800410000,0,0
Tahi,Thai,3.9,Good,39,NZ$,40,2,Wellington Central,"Wellington Central, Wellington City",Wellington City,,148,-41.2943310000,174.7835530000,0,0
Aroy Thai Eatery,Thai,3.9,Good,57,NZ$,40,2,Te Aro,"Te Aro, Wellington City",Wellington City,,148,-41.2923500000,174.7762900000,0,0
Viva Mexico,Mexican,3.9,Good,64,NZ$,50,3,Newtown,"Newtown, Wellington City",Wellington City,,148,-41.3128790000,174.7797660000,0,0
Siam Spoon,Thai,3.9,Good,46,NZ$,65,3,Petone,"Petone, Wellington",Wellington,,148,-41.2242728694,174.8748997226,0,0
Cicio Cacio,Italian,3.9,Good,49,NZ$,85,4,Newtown,"Newtown, Wellington City",Wellington City,,148,-41.3132990000,174.7797680000,0,0
Asian Kitchen,Asian,3.9,Good,50,NZ$,45,3,Te Aro,"Te Aro, Wellington City",Wellington City,,148,-41.2900000000,174.7755000000,0,0
Saigon Van Grill Bar,Vietnamese,3.9,Good,47,NZ$,50,3,Te Aro,"Te Aro, Wellington City",Wellington City,,148,-41.2950000000,174.7749260000,0,0
Gr8 Tandoori,Indian,3.9,Good,36,NZ$,55,3,Lower Hutt Central,"Lower Hutt Central, Wellington",Wellington,5010,148,-41.2093250000,174.9046560000,0,0
Little India,"North Indian, Indian",3.9,Good,67,NZ$,55,3,"The Mall, Upper Hutt Central","The Mall, Upper Hutt Central, Wellington",Wellington,,148,-41.1238040000,175.0728140000,0,0
Satay Palace,Malaysian,3.9,Good,51,NZ$,40,2,Te Aro,"Te Aro, Wellington City",Wellington City,,148,-41.2940000000,174.7753333333,0,0
Bethel Woods,"American, BBQ",3.9,Good,39,NZ$,70,4,Wellington Central,"Wellington Central, Wellington City",Wellington City,,148,-41.2810119081,174.7750595212,0,0
Capitol,"Italian, Kiwi",3.9,Good,54,NZ$,80,4,Mt Victoria,"Mt Victoria, Wellington City",Wellington City,,148,-41.2943280000,174.7840680000,0,0
Cafe Polo,"European, Cafe Food",3.9,Good,55,NZ$,100,4,Miramar,"Miramar, Wellington City",Wellington City,,148,-41.3128237047,174.8227434978,0,0
Golding's,Pizza,3.9,Good,47,NZ$,60,3,Te Aro,"Te Aro, Wellington City",Wellington City,,148,-41.2927870000,174.7770830000,0,0
The Rogue And Vagabond,"American, Pizza, Finger Food",3.9,Good,55,NZ$,65,3,Te Aro,"Te Aro, Wellington City",Wellington City,,148,-41.2929950000,174.7744740000,0,0
Bebemos,"Latin American, European",3.9,Good,43,NZ$,70,4,Newtown,"Newtown, Wellington City",Wellington City,,148,-41.3109850000,174.7789190000,0,0
Beach Babylon,"Kiwi, Cafe Food",3.8,Good,136,NZ$,65,3,Oriental Bay,"Oriental Bay, Wellington City",Wellington City,,148,-41.2913333333,174.7940000000,0,0
Great India,"North Indian, Indian",3.8,Good,122,NZ$,60,3,Te Aro,"Te Aro, Wellington City",Wellington City,,148,-41.2923333333,174.7785000000,0,0
The Hop Garden,Kiwi,3.8,Good,72,NZ$,65,3,Mt Victoria,"Mt Victoria, Wellington City",Wellington City,,148,-41.2972610000,174.7828590000,0,0
Cha,"Taiwanese, Chinese",3.8,Good,84,NZ$,50,3,Te Aro,"Te Aro, Wellington City",Wellington City,,148,-41.2935000000,174.7820000000,0,0
Speight's Ale House,"Kiwi, Finger Food",3.8,Good,82,NZ$,55,3,Petone,"Petone, Wellington",Wellington,,148,-41.2236660000,174.8743380000,0,0
Karaka Cafe,"Kiwi, Cafe Food",3.8,Good,92,NZ$,40,2,Wellington Central,"Wellington Central, Wellington City",Wellington City,,148,-41.2894404931,174.7792350501,0,0
Soprano,Italian,3.8,Good,65,NZ$,70,4,Petone,"Petone, Wellington",Wellington,,148,-41.2271666667,174.8843333333,0,0
Mac's Restaurant and Brew Bar,"European, Kiwi",3.8,Good,63,NZ$,75,4,Wellington Central,"Wellington Central, Wellington City",Wellington City,,148,-41.2896778029,174.7800548002,0,0
Mid Valley Malaysian,Malaysian,3.8,Good,65,NZ$,60,3,Lower Hutt Central,"Lower Hutt Central, Wellington",Wellington,,148,-41.2103333333,174.9011666667,0,0
Banana Leaf Malaysian Restaurant,Malaysian,3.8,Good,63,NZ$,55,3,Raumati Beach,"Raumati Beach, Wellington",Wellington,5032,148,-40.9191170000,174.9809170000,0,0
TJ Katsu,"Japanese, Sushi",3.8,Good,61,NZ$,50,3,Te Aro,"Te Aro, Wellington City",Wellington City,,148,-41.2928333333,174.7790000000,0,0
Laundry,American,3.8,Good,58,NZ$,60,3,Te Aro,"Te Aro, Wellington City",Wellington City,,148,0.0000000000,0.0000000000,0,0
Kazu Yakitori & Sake Bar,Japanese,3.8,Good,49,NZ$,60,3,Te Aro,"Te Aro, Wellington City",Wellington City,,148,-41.2935000000,174.7818333333,0,0
Tequila Joe's,"Mexican, American",3.8,Good,67,NZ$,70,4,Te Aro,"Te Aro, Wellington City",Wellington City,,148,-41.2960970000,174.7792960000,0,0
Topor Bistro,European,3.8,Good,58,NZ$,65,3,Plimmerton,"Plimmerton, Wellington",Wellington,,148,-41.0820790000,174.8652320000,0,0
Swagat India,"North Indian, Indian",3.8,Good,65,NZ$,65,3,Maungaraki,"Maungaraki, Wellington",Wellington,,148,-41.2087944137,174.8785897717,0,0
Two Souls Bistro,European,3.8,Good,70,NZ$,75,4,Te Aro,"Te Aro, Wellington City",Wellington City,,148,-41.2926666667,174.7838333333,0,0
Rasa Malaysian,"Malaysian, South Indian",3.8,Good,56,NZ$,45,3,Te Aro,"Te Aro, Wellington City",Wellington City,,148,-41.2950000000,174.7746666667,0,0
Mishmosh,"Finger Food, Pizza, Fast Food",3.8,Good,36,NZ$,70,4,Te Aro,"Te Aro, Wellington City",Wellington City,,148,-41.2935110000,174.7822280000,0,0
Charley Noble Eatery & Bar,European,4.5,Excellent,164,NZ$,110,4,Wellington Central,"Wellington Central, Wellington City",Wellington City,,148,-41.2849609195,174.7774651274,0,0
Queen Of Jackson,European,4.2,Very Good,53,NZ$,65,3,Petone,"Petone, Wellington",Wellington,,148,-41.2250220000,174.8784210000,0,0
Dockside Restaurant & Bar,"Seafood, Kiwi",4.1,Very Good,103,NZ$,110,4,Wellington Central,"Wellington Central, Wellington City",Wellington City,,148,-41.2846666667,174.7793333333,0,0
The Arborist Rooftop Bar & Eatery,"European, Kiwi",4.1,Very Good,68,NZ$,65,3,Te Aro,"Te Aro, Wellington City",Wellington City,,148,-41.2906190000,174.7737540000,0,0
Ancestral,"Contemporary, Chinese, Japanese",4.1,Very Good,77,NZ$,100,4,Te Aro,"Te Aro, Wellington City",Wellington City,,148,-41.2936666667,174.7821666667,0,0
Southern Cross Garden Bar Restaurant,"Kiwi, European",4.0,Very Good,205,NZ$,80,4,Te Aro,"Te Aro, Wellington City",Wellington City,6011,148,-41.2964940000,174.7744770000,0,0
Foxglove Bar & Kitchen,"European, Kiwi",4.0,Very Good,131,NZ$,90,4,Wellington Central,"Wellington Central, Wellington City",Wellington City,,148,-41.2834971374,174.7783532739,0,0
Portlander Bar & Grill,"European, Steak",4.0,Very Good,116,NZ$,120,4,Wellington Central,"Wellington Central, Wellington City",Wellington City,,148,-41.2795160000,174.7786550000,0,0
Havana Bar,"European, Spanish",4.0,Very Good,79,NZ$,65,3,Te Aro,"Te Aro, Wellington City",Wellington City,,148,-41.2958250000,174.7750910000,0,0
Hummingbird Eatery & Bar,"European, Finger Food",4.0,Very Good,51,NZ$,110,4,Te Aro,"Te Aro, Wellington City",Wellington City,,148,-41.2937190630,174.7828118756,0,0
Coene's Bar & Eatery,Kiwi,4.0,Very Good,40,NZ$,90,4,Oriental Bay,"Oriental Bay, Wellington City",Wellington City,,148,-41.2913570000,174.7878050000,0,0
Fork & Brewer,"Kiwi, European, Pizza",4.0,Very Good,68,NZ$,100,4,Te Aro,"Te Aro, Wellington City",Wellington City,,148,-41.2891666667,174.7758333333,0,0
Giddy-Up! - The Mussel Bar,Seafood,4.0,Very Good,28,NZ$,50,3,Te Aro,"Te Aro, Wellington City",Wellington City,6011,148,-41.2913463173,174.7771543228,0,0
The Salty Pidgin,"Kiwi, European, Pizza",4.0,Very Good,34,NZ$,85,4,Brooklyn,"Brooklyn, Wellington City",Wellington City,,148,-41.3054680000,174.7630580000,0,0
Bangalore Polo Club,"Indian, European, Asian",3.9,Good,69,NZ$,100,4,Te Aro,"Te Aro, Wellington City",Wellington City,,148,-41.2931666667,174.7805000000,0,0
Bethel Woods,"American, BBQ",3.9,Good,39,NZ$,70,4,Wellington Central,"Wellington Central, Wellington City",Wellington City,,148,-41.2810119081,174.7750595212,0,0
Golding's,Pizza,3.9,Good,47,NZ$,60,3,Te Aro,"Te Aro, Wellington City",Wellington City,,148,-41.2927870000,174.7770830000,0,0
The Rogue And Vagabond,"American, Pizza, Finger Food",3.9,Good,55,NZ$,65,3,Te Aro,"Te Aro, Wellington City",Wellington City,,148,-41.2929950000,174.7744740000,0,0
Bebemos,"Latin American, European",3.9,Good,43,NZ$,70,4,Newtown,"Newtown, Wellington City",Wellington City,,148,-41.3109850000,174.7789190000,0,0
The Hop Garden,Kiwi,3.8,Good,72,NZ$,65,3,Mt Victoria,"Mt Victoria, Wellington City",Wellington City,,148,-41.2972610000,174.7828590000,0,0
Mac's Restaurant and Brew Bar,"European, Kiwi",3.8,Good,63,NZ$,75,4,Wellington Central,"Wellington Central, Wellington City",Wellington City,,148,-41.2896778029,174.7800548002,0,0
Tequila Joe's,"Mexican, American",3.8,Good,67,NZ$,70,4,Te Aro,"Te Aro, Wellington City",Wellington City,,148,-41.2960970000,174.7792960000,0,0
Mishmosh,"Finger Food, Pizza, Fast Food",3.8,Good,36,NZ$,70,4,Te Aro,"Te Aro, Wellington City",Wellington City,,148,-41.2935110000,174.7822280000,0,0
Little Beer Quarter,"Kiwi, European",3.8,Good,44,NZ$,70,4,Te Aro,"Te Aro, Wellington City",Wellington City,,148,-41.2907070000,174.7750420000,0,0
Avida Bar,"Spanish, European",3.8,Good,29,NZ$,90,4,Wellington Central,"Wellington Central, Wellington City",Wellington City,,148,-41.2830592562,174.7773098946,0,0
Noble Rot Wine Bar,"European, Fusion",3.8,Good,18,NZ$,0,1,Te Aro,"Te Aro, Wellington City",Wellington City,6011,148,-41.2937700000,174.7758060000,0,0
Coco At The Roxy,"European, Kiwi",3.7,Good,61,NZ$,70,4,Miramar,"Miramar, Wellington City",Wellington City,,148,-41.3158420000,174.8162500000,0,0
D4 on Featherston,"Irish, Kiwi",3.7,Good,55,NZ$,80,4,Wellington Central,"Wellington Central, Wellington City",Wellington City,,148,-41.2833960000,174.7770250000,0,0
Basque,"Spanish, Mediterranean",3.7,Good,42,NZ$,70,4,Te Aro,"Te Aro, Wellington City",Wellington City,,148,-41.2937150000,174.7834730000,0,0
The Old Bailey,"Kiwi, Finger Food",3.7,Good,38,NZ$,80,4,Wellington Central,"Wellington Central, Wellington City",Wellington City,6011,148,-41.2835000000,174.7763333333,0,0
Hashigo Zake,"Finger Food, Asian",3.7,Good,26,NZ$,60,3,Te Aro,"Te Aro, Wellington City",Wellington City,,148,-41.2916390000,174.7795570000,0,0
The Grand - Steakhouse & Bar,"Steak, European",3.6,Good,90,NZ$,75,4,Te Aro,"Te Aro, Wellington City",Wellington City,,148,-41.2931666667,174.7803333333,0,0
Whitby Co-Op Kitchen & Bar,"Kiwi, European",3.6,Good,47,NZ$,80,4,Whitby,"Whitby, Wellington",Wellington,,148,-41.1160470000,174.8904310000,0,0
The Realm Bar & Bistro,Kiwi,3.6,Good,33,NZ$,90,4,Hataitai,"Hataitai, Wellington City",Wellington City,,148,-41.3046650000,174.7940460000,0,0
Monterey,American,3.6,Good,41,NZ$,65,3,Newtown,"Newtown, Wellington City",Wellington City,,148,-41.3118310000,174.7790310000,0,0
Juniper Restaurant & Bar,European,3.6,Good,39,NZ$,90,4,Wellington Central,"Wellington Central, Wellington City",Wellington City,,148,-41.2828672728,174.7768840939,0,0
Cool Change Bar & Eatery,"Italian, Mexican",3.6,Good,29,NZ$,100,4,Martinborough,"Martinborough, Wellington",Wellington,5711,148,-41.2180446520,175.4592484608,0,0
Trentham Mess Hall,Kiwi,3.6,Good,28,NZ$,65,3,Trentham,"Trentham, Wellington",Wellington,5018,148,0.0000000000,0.0000000000,0,0
Public Bar & Eatery,"Kiwi, Finger Food, Pizza",3.6,Good,28,NZ$,80,4,Te Aro,"Te Aro, Wellington City",Wellington City,,148,-41.2934140000,174.7816320000,0,0
Poquito Cafe & Bar,"Spanish, Cafe Food",3.6,Good,20,NZ$,65,3,Te Aro,"Te Aro, Wellington City",Wellington City,,148,-41.2925000000,174.7815000000,0,0
Longhorn,"Steak, Kiwi",3.5,Good,22,NZ$,90,4,Upper Hutt Central,"Upper Hutt Central, Wellington",Wellington,,148,-41.1250000000,175.0660000000,0,0
Crumpet The Boon Brothers Trading Co.,"Finger Food, Desserts",3.5,Good,24,NZ$,60,3,Te Aro,"Te Aro, Wellington City",Wellington City,,148,-41.2918333333,174.7776666667,0,0
Adulis Habesha Restaurant,African,3.5,Good,20,NZ$,65,3,Te Aro,"Te Aro, Wellington City",Wellington City,6011,148,-41.2956210000,174.7797290000,0,0
Dirty Little Secret,European,3.5,Good,14,NZ$,70,4,Te Aro,"Te Aro, Wellington City",Wellington City,,148,-41.2924830000,174.7784280000,0,0
Sprig & Fern,"Finger Food, Pizza",3.5,Good,16,NZ$,60,3,Petone,"Petone, Wellington",Wellington,,148,-41.2240900436,174.8746948689,0,0
The Hideaway,"American, Steak",3.4,Average,33,NZ$,75,4,Wellington Central,"Wellington Central, Wellington City",Wellington City,,148,-41.2859070000,174.7751480000,0,0
Strathmore Local Restaurant & Bar,"Kiwi, Finger Food",3.4,Average,28,NZ$,80,4,Strathmore Park,"Strathmore Park, Wellington City",Wellington City,6022,148,-41.3250514903,174.8202812299,0,0
Malthouse,Finger Food,3.4,Average,22,NZ$,50,3,Te Aro,"Te Aro, Wellington City",Wellington City,,148,-41.2935030000,174.7816090000,0,0
Cafe Trax Bar & Cafe,"Kiwi, Pizza, Cafe Food",3.4,Average,12,NZ$,45,3,"Wellington Railway Station, Pipitea","Wellington Railway Station, Pipitea, Wellington City",Wellington City,,148,-41.2792240000,174.7803180000,0,0
Gatsby Tapas,European,3.4,Average,19,NZ$,80,4,Raumati South,"Raumati South, Wellington",Wellington,,148,-40.9360180000,174.9778680000,0,0
Crafters & Co,Cafe Food,3.4,Average,12,NZ$,60,3,Te Aro,"Te Aro, Wellington City",Wellington City,6011,148,-41.2944660000,174.7729150000,0,0
Pomelo Kitchen & Bar,Asian Fusion,3.4,Average,11,NZ$,90,4,Oriental Bay,"Oriental Bay, Wellington City",Wellington City,,148,-41.2914460000,174.7940980000,0,0
Afrika,African,3.4,Average,16,NZ$,70,4,Te Aro,"Te Aro, Wellington City",Wellington City,,148,-41.2944480000,174.7833120000,0,0
Muse Eatery and Bar Wellington,European,3.4,Average,10,NZ$,100,4,Wellington Central,"Wellington Central, Wellington City",Wellington City,6011,148,-41.2877154330,174.7763269325,0,0
Vinyl Bar,"Finger Food, Pizza",3.4,Average,14,NZ$,50,3,Te Aro,"Te Aro, Wellington City",Wellington City,,148,-41.2930380000,174.7808140000,0,0
Cavern Club Bar,Finger Food,3.4,Average,11,NZ$,50,3,Te Aro,"Te Aro, Wellington City",Wellington City,,148,-41.2931430000,174.7822010000,0,0
Dakota,Finger Food,3.4,Average,9,NZ$,50,3,Te Aro,"Te Aro, Wellington City",Wellington City,,148,-41.2929860000,174.7826780000,0,0
The Third Eye Tuatara Temple Of Taste,"Finger Food, Pizza",3.4,Average,8,NZ$,60,3,Te Aro,"Te Aro, Wellington City",Wellington City,,148,-41.2972540000,174.7743270000,0,0
C.G.R  Merchant & Co.,Finger Food,3.4,Average,8,NZ$,40,2,Te Aro,"Te Aro, Wellington City",Wellington City,,148,-41.2934590000,174.7817430000,0,0
Porterhouse Blues,"Steak, European",3.3,Average,51,NZ$,85,4,Upper Hutt Central,"Upper Hutt Central, Wellington",Wellington,,148,-41.1235000000,175.0746666667,0,0
Brew'd Island Bay,"Kiwi, American, European",3.3,Average,33,NZ$,70,4,Island Bay,"Island Bay, Wellington City",Wellington City,6023,148,-41.3353718088,174.7734522074,0,0
The 7 Bar,Kiwi,3.3,Average,21,NZ$,80,4,Upper Hutt Central,"Upper Hutt Central, Wellington",Wellington,,148,-41.1236666667,175.0751666667,0,0
The Featherston City Tavern,"Grill, Kiwi",3.3,Average,23,NZ$,70,4,Wellington Central,"Wellington Central, Wellington City",Wellington City,,148,-41.2827352524,174.7772569209,0,0
