name,cuisines,aggregate_rating,rating_text,votes,currency,average_cost_for_two,price_range,locality,locality_verbose,city,zipcode,country_id,latitude,longitude,has_online_delivery,has_table_booking
Wolfgang's Steakhouse by Wolfgang Zwiener,Steak,4.3,Very Good,58,P,5100,4,"The Podium, Ortigas, Mandaluyong City","The Podium, Ortigas, Mandaluyong City, Mandaluyong City",Mandaluyong City,,162,14.5841275974,121.0594878718,0,1
Food Exchange Manila - Novotel Manila Araneta Center,International,4.3,Very Good,138,P,3200,4,"Novotel Manila, Araneta Center, Quezon City","Novotel Manila, Araneta Center, Quezon City, Quezon City",Quezon City,0810,162,14.6198936404,121.0542297363,0,0
Champagne Room - Manila Hotel,French,4.3,Very Good,81,P,2500,4,"Manila Hotel, Ermita, Manila","Manila Hotel, Ermita, Manila, Manila",Manila,0913,162,14.5827842743,120.9746506065,0,0
Nobu Manila,Japanese,4.3,Very Good,149,P,2000,4,"City of Dreams Manila, Entertainment City, Parañaque City","City of Dreams Manila, Entertainment City, Parañaque City, Parañaque City",Parañaque City,,162,14.5242132734,120.9929449484,0,1
Crystal Dragon,Chinese,4.3,Very Good,50,P,1900,4,"City of Dreams Manila, Entertainment City, Parañaque City","City of Dreams Manila, Entertainment City, Parañaque City, Parañaque City",Parañaque City,,162,14.5235420796,120.9934669733,0,1
Phoenix Court - The Bellevue Manila,"Chinese, Asian",4.3,Very Good,67,P,1600,4,"The Bellevue Manila, Filinvest City, Muntinlupa City","The Bellevue Manila, Filinvest City, Muntinlupa City, Muntinlupa City",Muntinlupa City,,162,14.4239287448,121.0395862162,0,0
Prego Ristorante and Bar,Italian,4.3,Very Good,67,P,2400,4,"City of Dreams Manila, Entertainment City, Parañaque City","City of Dreams Manila, Entertainment City, Parañaque City, Parañaque City",Parañaque City,1701,162,14.5235651235,120.9925077483,0,0
Heat - Edsa Shangri-La,"Seafood, Asian, Filipino, Indian, Italian, Japanese, American",4.2,Very Good,386,P,4000,4,"Edsa Shangri-La, Ortigas, Mandaluyong City","Edsa Shangri-La, Ortigas, Mandaluyong City, Mandaluyong City",Mandaluyong City,,162,14.5815314721,121.0570634902,0,0
The Nest: Dining in the Sky - Vivere Hotel,"Asian, International",4.2,Very Good,259,P,2500,4,Filinvest City,"Filinvest City, Muntinlupa City",Muntinlupa City,,162,14.4200581923,121.0394363478,0,0
Red Lantern - Solaire Resort & Casino,Chinese,4.2,Very Good,155,P,3000,4,"Solaire Resort & Casino, Entertainment City, Parañaque City","Solaire Resort & Casino, Entertainment City, Parañaque City, Parañaque City",Parañaque City,,162,14.5224534951,120.9805102274,0,1
Cowrie Grill,"Steak, European",4.2,Very Good,83,P,2600,4,"Promenade, Greenhills Shopping Centre, Greenhills, San Juan City","Promenade, Greenhills Shopping Centre, Greenhills, San Juan City, San Juan City",San Juan City,,162,14.6029498064,121.0523421317,0,0
Summer Palace - Edsa Shangri-La,Chinese,4.2,Very Good,87,P,3000,4,"Edsa Shangri-La, Ortigas, Mandaluyong City","Edsa Shangri-La, Ortigas, Mandaluyong City, Mandaluyong City",Mandaluyong City,,162,14.5815772234,121.0570923239,0,0
Lung Hin - Marco Polo Ortigas Manila,Chinese,4.2,Very Good,80,P,2500,4,"Marco Polo Ortigas Manila, Ortigas, Pasig City","Marco Polo Ortigas Manila, Ortigas, Pasig City, Pasig City",Pasig City,1600,162,14.5875319437,121.0634434596,0,0
Ruby Jack's Steakhouse & Bar,"Steak, Grill, International",4.2,Very Good,51,P,2000,4,"City of Dreams Manila, Entertainment City, Parañaque City","City of Dreams Manila, Entertainment City, Parañaque City, Parañaque City",Parañaque City,,162,14.5232477014,120.9925634041,0,0
Cafe Eight - Crimson Hotel,"European, Middle Eastern, Mediterranean",4.1,Very Good,76,P,2200,4,"Crimson Hotel, Filinvest City, Muntinlupa City","Crimson Hotel, Filinvest City, Muntinlupa City, Muntinlupa City",Muntinlupa City,,162,14.4200432555,121.0424645618,0,1
The Café - Hyatt City of Dreams,"Italian, Asian, Seafood, Bakery",4.1,Very Good,157,P,3600,4,"City of Dreams Manila, Entertainment City, Parañaque City","City of Dreams Manila, Entertainment City, Parañaque City, Parañaque City",Parañaque City,,162,14.5227910412,120.9926777333,0,0
Spectrum - Fairmont Hotel,"Asian, Middle Eastern",4.1,Very Good,151,P,3500,4,"Fairmont Hotel, San Lorenzo, Makati City","Fairmont Hotel, San Lorenzo, Makati City, Makati City",Makati City,,162,14.5506884237,121.0228146985,0,0
Seven Corners Restaurant - Crowne Plaza Manila Galleria,"Asian, Japanese, Indian, European",4.1,Very Good,163,P,2500,4,"Crowne Plaza Manila Galleria, Ortigas, Quezon City","Crowne Plaza Manila Galleria, Ortigas, Quezon City, Quezon City",Quezon City,,162,14.5909430511,121.0612966865,0,0
Cafe 1228 - New World Makati Hotel,"Filipino, Asian, European, American",4.1,Very Good,93,P,2500,4,"New World Makati Hotel, San Lorenzo, Makati City","New World Makati Hotel, San Lorenzo, Makati City, Makati City",Makati City,,162,14.5509516112,121.0217277333,0,0
Casa Roces,"Filipino, Spanish",4.1,Very Good,144,P,2000,4,San Miguel,"San Miguel, Manila",Manila,,162,14.5933453630,120.9930230677,0,1
Ilustrado Restaurant,"Spanish, Filipino",4.1,Very Good,117,P,1800,4,Intramuros,"Intramuros, Manila",Manila,,162,14.5877045607,120.9774515033,0,0
Yakumi - Solaire Resort & Casino,"Japanese, Sushi",4.1,Very Good,91,P,5000,4,"Solaire Resort & Casino, Entertainment City, Parañaque City","Solaire Resort & Casino, Entertainment City, Parañaque City, Parañaque City",Parañaque City,,162,14.5233772019,120.9801987559,0,1
Cucina - Marco Polo Ortigas Manila,"Italian, Filipino, Japanese, Indian, Chinese",4.1,Very Good,105,P,4000,4,"Marco Polo Ortigas Manila, Ortigas, Pasig City","Marco Polo Ortigas Manila, Ortigas, Pasig City, Pasig City",Pasig City,,162,14.5875046883,121.0634186491,0,0
CRU Steakhouse - Manila Marriott Hotel,"Steak, Italian, American",4.1,Very Good,98,P,4000,4,"Manila Marriott Hotel, Newport City, Pasay City","Manila Marriott Hotel, Newport City, Pasay City, Pasay City",Pasay City,1309,162,14.5206666667,121.0186666667,0,1
L'Opera Ristorante Italiano,Italian,4.1,Very Good,92,P,3000,4,"The Fort Strip, Bonifacio Global City, Taguig City","The Fort Strip, Bonifacio Global City, Taguig City, Taguig City",Taguig City,,162,14.5492560000,121.0479950000,0,0
Wolfgang's Steakhouse by Wolfgang Zwiener,Steak,4.1,Very Good,75,P,5100,4,"Resorts World Manila, Newport City, Pasay City","Resorts World Manila, Newport City, Pasay City, Pasay City",Pasay City,,162,14.5186160000,121.0197470000,0,1
Gloria Maris Shark's Fin Restaurant - Fine Dining,"Chinese, Seafood",4.0,Very Good,179,P,2000,4,"Lifestyle Arcade, Greenhills Shopping Centre, San Juan, City","Lifestyle Arcade, Greenhills Shopping Centre, San Juan, City, San Juan City",San Juan City,,162,14.6023664527,121.0520283133,0,1
The Pantry - Dusit Thani Manila,"European, Asian, Filipino, American",4.0,Very Good,105,P,4000,4,"Dusit Thani Manila, San Lorenzo, Makati City","Dusit Thani Manila, San Lorenzo, Makati City, Makati City",Makati City,,162,14.5487240809,121.0259515420,0,0
Crystal Jade Dining IN,Chinese,4.0,Very Good,114,P,2000,4,"Bonifacio High Street Central, Bonifacio Global City, Taguig City","Bonifacio High Street Central, Bonifacio Global City, Taguig City, Taguig City",Taguig City,,162,14.5507810000,121.0492300000,0,1
Escolta - The Peninsula,"Japanese, Filipino, Asian",4.0,Very Good,115,P,4000,4,"The Peninsula, Urdaneta, Makati City","The Peninsula, Urdaneta, Makati City, Makati City",Makati City,,162,14.5548620000,121.0254310000,0,0
Stockton Place,"European, Italian, Steak",4.0,Very Good,99,P,1500,4,Legaspi Village,"Legaspi Village, Makati City",Makati City,,162,14.5534958491,121.0164652392,0,1
Lemuria Gourmet Restaurant,"French, Mediterranean",4.0,Very Good,111,P,3000,4,New Manila,"New Manila, Quezon City",Quezon City,,162,14.6109426987,121.0426774621,0,0
Cafe d' Asie - The Bellevue Manila,"European, Asian, Japanese, American",4.0,Very Good,70,P,2800,4,"The Bellevue Manila, Filinvest City, Muntinlupa City","The Bellevue Manila, Filinvest City, Muntinlupa City, Muntinlupa City",Muntinlupa City,,162,14.4239190036,121.0395909101,0,0
Tapenade - Discovery Primea,"Italian, Spanish, Mediterranean",4.0,Very Good,56,P,2500,4,"Discovery Primea, Urdaneta, Makati City","Discovery Primea, Urdaneta, Makati City, Makati City",Makati City,,162,14.5534270000,121.0268870000,0,0
Medley Buffet - Okada Manila,International,4.0,Very Good,61,P,5400,4,"Okada Manila, Entertainment City, Parañaque City","Okada Manila, Entertainment City, Parañaque City, Parañaque City",Parañaque City,,162,14.5127358394,120.9804981574,0,0
Corniche - Diamond Hotel,"American, Asian, European, Japanese",3.9,Good,91,P,2500,4,"Diamond Hotel, Malate, Manila","Diamond Hotel, Malate, Manila, Manila",Manila,1000,162,14.5722058056,120.9821785614,0,0
Terry's Bistro,Spanish,3.9,Good,76,P,2000,4,Salcedo Village,"Salcedo Village, Makati City",Makati City,,162,14.5592520791,121.0220633447,0,0
Kiwa - Solaire Resort & Casino,Korean,3.9,Good,30,P,3000,4,"Solaire Resort & Casino, Entertainment City, Parañaque City","Solaire Resort & Casino, Entertainment City, Parañaque City, Parañaque City",Parañaque City,,162,14.5230253759,120.9803472832,0,0
Tsukiji,Japanese,3.9,Good,67,P,4500,4,San Lorenzo,"San Lorenzo, Makati City",Makati City,,162,14.5507760000,121.0193190000,0,0
Li Li - AG New World Manila Bay Hotel,Chinese,4.0,Very Good,54,P,4000,4,"AG New World Manila Bay Hotel, Malate, Manila","AG New World Manila Bay Hotel, Malate, Manila, Manila",Manila,,162,14.5735186912,120.9826466069,0,0
Flame Restaraunt - Discovery Primea,European,3.9,Good,24,P,3200,4,"Discovery Primea, Urdaneta, Makati City","Discovery Primea, Urdaneta, Makati City, Makati City",Makati City,1226,162,14.5532884818,121.0268363357,0,0
Mirèio,"French, Mediterranean",3.9,Good,31,P,4000,4,"Raffles Hotel, San Lorenzo, Makati City","Raffles Hotel, San Lorenzo, Makati City, Makati City",Makati City,,162,14.5510246286,121.0229380801,0,0
Alfred,"Asian, International",3.9,Good,27,P,1500,4,Legaspi Village,"Legaspi Village, Makati City",Makati City,1229,162,14.5538041412,121.0208556801,0,0
The Tasting Room,European,3.9,Good,24,P,10000,4,"City of Dreams Manila, Entertainment City, Parañaque City","City of Dreams Manila, Entertainment City, Parañaque City, Parañaque City",Parañaque City,,162,14.5250431750,120.9925764799,0,0
"Lobby Lounge - Makati Shangri-La, Manila","European, Filipino, Coffee",3.9,Good,41,P,3000,4,"Makati Shangri-La, Manila, San Lorenzo, Makati City","Makati Shangri-La, Manila, San Lorenzo, Makati City, Makati City",Makati City,,162,14.5537869418,121.0245122016,0,0
Market Cafe - AG New World Manila Bay Hotel,"Chinese, Japanese, Filipino, Korean",3.8,Good,67,P,3500,4,"AG New World Manila Bay Hotel, Malate, Manila","AG New World Manila Bay Hotel, Malate, Manila, Manila",Manila,,162,14.5730695982,120.9825420007,0,1
Senju - Edsa Shangri-La,"Japanese, Sushi",3.8,Good,65,P,4000,4,"Edsa Shangri-La, Ortigas, Mandaluyong City","Edsa Shangri-La, Ortigas, Mandaluyong City, Mandaluyong City",Mandaluyong City,,162,14.5815759255,121.0570919886,0,0
Butcher and Sons,"French, American, Steak",3.8,Good,28,P,3200,4,"Evia Lifestyle Center, Alabang, Muntinlupa City","Evia Lifestyle Center, Alabang, Muntinlupa City, Muntinlupa City",Muntinlupa City,,162,14.3761145938,121.0114887357,0,0
Yurakuen - Diamond Hotel,Japanese,3.8,Good,49,P,2500,4,"Diamond Hotel, Malate, Manila","Diamond Hotel, Malate, Manila, Manila",Manila,,162,14.5722080770,120.9821872786,0,0
Jasmine - New World Makati Hotel,Chinese,3.8,Good,54,P,2000,4,"New World Makati Hotel, San Lorenzo, Makati City","New World Makati Hotel, San Lorenzo, Makati City, Makati City",Makati City,,162,14.5515678776,121.0220187530,0,0
Impressions - Maxims Hotel,"Italian, American, Seafood, Desserts",3.8,Good,38,P,4000,4,"Maxims Hotel, Newport City, Pasay City","Maxims Hotel, Newport City, Pasay City, Pasay City",Pasay City,,162,14.5198333333,121.0188333333,0,1
The Fireplace - AG New World Manila Bay Hotel,Seafood,3.8,Good,37,P,4500,4,"AG New World Manila Bay Hotel, Malate, Manila","AG New World Manila Bay Hotel, Malate, Manila, Manila",Manila,,162,14.5735118769,120.9826378897,0,1
I'm Angus Steak House,"Steak, American, Asian",3.8,Good,37,P,3000,4,San Antonio,"San Antonio, Makati City",Makati City,,162,14.5604063574,121.0091518611,0,1
The Lobby - The Peninsula,"Filipino, Asian",3.8,Good,75,P,2500,4,"The Peninsula, Urdaneta, Makati City","The Peninsula, Urdaneta, Makati City, Makati City",Makati City,,162,14.5548620000,121.0254310000,0,0
Yanagi - Midas Hotel & Casino,"Japanese, Sushi",3.7,Good,45,P,3500,4,"Midas Hotel & Casino, Libertad, Pasay City","Midas Hotel & Casino, Libertad, Pasay City, Pasay City",Pasay City,,162,14.5397478535,120.9927535057,0,0
Sala Bistro,European,3.7,Good,79,P,2500,4,"Greenbelt 3, San Lorenzo, Makati City","Greenbelt 3, San Lorenzo, Makati City, Makati City",Makati City,,162,14.5518520000,121.0214210000,0,0
Xiu Fine Cantonese Dining,"Chinese, Cantonese",3.7,Good,39,P,2300,4,Greenhills,"Greenhills, San Juan City",San Juan City,,162,14.6009700314,121.0546826944,0,1
F All Day Dining- F1 Hotel Manila,"Asian, European",3.7,Good,46,P,2800,4,Bonifacio Global City,"Bonifacio Global City, Taguig City",Taguig City,,162,14.5538463285,121.0493752733,0,0
Elbert's Steak Room,"American, Steak",3.7,Good,61,P,4000,4,Salcedo Village,"Salcedo Village, Makati City",Makati City,,162,14.5610037761,121.0253832489,0,0
"Sage Bespoke Grill - Makati Shangri-La, Manila",Steak,3.7,Good,42,P,4000,4,"Makati Shangri-La, Manila, San Lorenzo, Makati City","Makati Shangri-La, Manila, San Lorenzo, Makati City, Makati City",Makati City,,162,14.5526495038,121.0250885412,0,0
Rossini Ristorante Italiano,Italian,3.7,Good,26,P,2100,4,"S Maison, Conrad Manila, Mall of Asia Complex (MOA), Pasay City","S Maison, Conrad Manila, Mall of Asia Complex (MOA), Pasay City, Pasay City",Pasay City,,162,14.5315787445,120.9804743528,0,1
Snaps - Sofitel Philippine Plaza Manila,"Filipino, American",3.7,Good,43,P,3500,4,"Sofitel Philippine Plaza Manila, CCP Complex, Pasay City","Sofitel Philippine Plaza Manila, CCP Complex, Pasay City, Pasay City",Pasay City,,162,14.5545450142,120.9808837250,0,0
Restaurant 101,"French, Italian, Steak",3.7,Good,33,P,2000,4,McKinley Hill,"McKinley Hill, Taguig City",Taguig City,,162,14.5319604155,121.0526043177,0,0
Umu - Dusit Thani Manila,"Japanese, Sushi",3.7,Good,45,P,2500,4,"Dusit Thani Manila, San Lorenzo, Makati City","Dusit Thani Manila, San Lorenzo, Makati City, Makati City",Makati City,,162,14.5487717861,121.0259233788,0,0
Chef Jessie,"French, Mediterranean",3.6,Good,47,P,3000,4,Rockwell,"Rockwell, Makati City",Makati City,,162,14.5654120000,121.0354720000,0,1
Caviar Restaurant and Champagne Bar,European,3.6,Good,29,P,4000,4,"Westgate Center, Filinvest City, Mutinlupa City","Westgate Center, Filinvest City, Mutinlupa City, Muntinlupa City",Muntinlupa City,,162,14.4221126458,121.0335177183,0,0
Carmelo's Wagyu Steaks,Steak,3.6,Good,44,P,3000,4,"Greenbelt 5, San Lorenzo, Makati City","Greenbelt 5, San Lorenzo, Makati City, Makati City",Makati City,,162,14.5531790000,121.0219990000,0,0
Sala,European,3.6,Good,46,P,3000,4,Legaspi Village,"Legaspi Village, Makati City",Makati City,,162,14.5541013993,121.0240411386,0,0
Aruga Café by Mesclun,"European, French",3.6,Good,22,P,2000,4,Rockwell,"Rockwell, Makati City",Makati City,,162,14.5662550000,121.0364370000,0,0
Acaci - Acacia Hotel,"Asian, European, American",3.5,Good,68,P,2500,4,"Acacia Hotel, Filinvest City, Muntinlupa City","Acacia Hotel, Filinvest City, Muntinlupa City, Muntinlupa City",Muntinlupa City,,162,14.4206277393,121.0355548561,0,0
Le Bar - Sofitel Philippine Plaza Manila,French,3.5,Good,47,P,2500,4,"Sofitel Philippine Plaza Manila, CCP Complex, Pasay City","Sofitel Philippine Plaza Manila, CCP Complex, Pasay City, Pasay City",Pasay City,,162,14.5545466367,120.9808840603,0,0
Top of the Citi by Chef Jessie,"French, Filipino",3.5,Good,53,P,2000,4,Salcedo Village,"Salcedo Village, Makati City",Makati City,,162,14.5595324554,121.0257141665,0,1
Sunset Bar - Sofitel Philippine Plaza Manila,"Asian, French, Mediterranean",3.5,Good,36,P,3000,4,"Sofitel Philippine Plaza Manila, CCP Complex, Pasay City","Sofitel Philippine Plaza Manila, CCP Complex, Pasay City, Pasay City",Pasay City,,162,14.5545427425,120.9808820486,0,0
The Grand Kitchen - Grand Hyatt Manila,International,3.6,Good,24,P,5000,4,"Grand Hyatt Manila, Bonifacio Global City, Taguig City","Grand Hyatt Manila, Bonifacio Global City, Taguig City, Taguig City",Taguig City,1634,162,14.5567070000,121.0520060000,0,0
Cirkulo Restaurant,Spanish,3.5,Good,33,P,2000,4,San Lorenzo,"San Lorenzo, Makati City",Makati City,,162,14.5512277778,121.0193250000,0,1
Paper Moon Manila,Italian,3.5,Good,17,P,2500,4,Poblacion,"Poblacion, Makati City",Makati City,,162,14.5675551552,121.0279320180,0,1
Paparazzi - Edsa Shangri-La,Italian,3.4,Average,36,P,4000,4,"Edsa Shangri-La, Ortigas, Mandaluyong City","Edsa Shangri-La, Ortigas, Mandaluyong City, Mandaluyong City",Mandaluyong City,,162,14.5815765744,121.0570906475,0,0
Ginzadon - Maxims Hotel,"Japanese, Korean, Sushi",3.4,Average,22,P,2000,4,"Maxims Hotel, Newport City, Pasay City","Maxims Hotel, Newport City, Pasay City, Pasay City",Pasay City,,162,14.5198333333,121.0186666667,0,0
Lobby Lounge - Manila Hotel,"Asian, European",3.4,Average,17,P,2500,4,"Manila Hotel, Ermita, Manila","Manila Hotel, Ermita, Manila, Manila",Manila,0913,162,14.5828410574,120.9747967869,0,0
The Lounge - New World Makati Hotel,Finger Food,3.4,Average,12,P,2500,4,"New World Makati Hotel, San Lorenzo, Makati City","New World Makati Hotel, San Lorenzo, Makati City, Makati City",Makati City,,162,14.5509691354,121.0216107220,0,0
Hatsune - The Bellevue Manila,"Japanese, Sushi",3.4,Average,13,P,1800,4,"The Bellevue Manila, Filinvest City, Muntinlupa City","The Bellevue Manila, Filinvest City, Muntinlupa City, Muntinlupa City",Muntinlupa City,,162,14.4247849981,121.0398024693,0,0
The Food Club,"Chinese, Japanese, Indian, Greek",3.3,Average,268,P,1600,4,"Blue Bay Walk, Libertad, Pasay City","Blue Bay Walk, Libertad, Pasay City, Pasay City",Pasay City,,162,14.5376312034,120.9891157597,0,0
Garden Cafe - Luxent Hotel,Asian,3.3,Average,35,P,2500,4,Tomas Morato,"Tomas Morato, Quezon City",Quezon City,,162,14.6347343998,121.0344336927,0,0
Spices - The Peninsula,Asian,3.3,Average,40,P,2700,4,"The Peninsula, Urdaneta, Makati City","The Peninsula, Urdaneta, Makati City, Makati City",Makati City,,162,14.5548620000,121.0254310000,0,0
Seasons - Waterfront Manila Pavilion Hotel & Casino,"Chinese, Japanese, Filipino",3.3,Average,19,P,3000,4,"Waterfront Manila Pavilion Hotel & Casino, Ermita, Manila","Waterfront Manila Pavilion Hotel & Casino, Ermita, Manila, Manila",Manila,,162,14.5811090000,120.9821240000,0,0
The Nostalgia Dining Lounge,"European, Asian, Filipino",3.3,Average,13,P,2600,4,"Joy~Nostalg Hotel & Suites Manila, Ortigas, Pasig City","Joy~Nostalg Hotel & Suites Manila, Ortigas, Pasig City, Pasig City",Pasig City,,162,14.5874865181,121.0601614416,0,1
Hide Yamamoto,"Japanese, Seafood",3.3,Average,11,P,2500,4,"City of Dreams Manila, Entertainment City, Parañaque City","City of Dreams Manila, Entertainment City, Parañaque City, Parañaque City",Parañaque City,,162,14.5232110258,120.9925838560,0,0
The Lobby - Acacia Hotel,"Asian, European",3.1,Average,11,P,2500,4,"Acacia Hotel, Filinvest City, Muntinlupa City","Acacia Hotel, Filinvest City, Muntinlupa City, Muntinlupa City",Muntinlupa City,,162,14.4205530553,121.0355464742,0,0
Purple Yam,Filipino,3.2,Average,10,P,4000,4,Malate,"Malate, Manila",Manila,,162,14.5719484842,120.9859209135,0,0
BAKE Cheese Tart,"Bakery, Japanese",4.8,Excellent,63,P,600,2,"The Podium, Ortigas, Mandaluyong City","The Podium, Ortigas, Mandaluyong City, Mandaluyong City",Mandaluyong City,,162,14.5848112613,121.0590101033,0,0
Estrel's Caramel Cakes,Bakery,4.5,Excellent,242,P,600,2,Tomas Morato,"Tomas Morato, Quezon City",Quezon City,,162,14.6341225834,121.0308646783,0,0
Kumori,"Bakery, Desserts",4.4,Very Good,79,P,500,2,"UP Town Center, Diliman, Quezon City","UP Town Center, Diliman, Quezon City, Quezon City",Quezon City,,162,14.6513767085,121.0754346103,0,0
Purple Oven,Bakery,4.3,Very Good,187,P,300,1,"F7 Building, Laging Handa, Tomas Morato, Quezon City","F7 Building, Laging Handa, Tomas Morato, Quezon City, Quezon City",Quezon City,,162,14.6346180000,121.0336380000,0,0
Scout's Honor,"Bakery, Desserts",4.3,Very Good,321,P,500,2,"Century City Mall, Poblacion, Makati City","Century City Mall, Poblacion, Makati City, Makati City",Makati City,,162,14.5657541862,121.0277124122,0,0
Becky's Kitchen,Bakery,4.3,Very Good,220,P,400,2,Malate,"Malate, Manila",Manila,,162,14.5643192415,120.9988910705,0,0
Kumori,"Bakery, Japanese",4.3,Very Good,39,P,300,1,"Main Mall, SM Mall of Asia, Mall of Asia Complex (MOA), Pasay City","Main Mall, SM Mall of Asia, Mall of Asia Complex (MOA), Pasay City, Pasay City",Pasay City,,162,14.5350306364,120.9812008962,0,0
Purple Oven,Bakery,4.2,Very Good,259,P,300,1,San Antonio,"San Antonio, Makati City",Makati City,,162,14.5647083195,121.0140056536,0,0
PAUL,"Bakery, French, Coffee",4.2,Very Good,110,P,1000,3,Bonifacio Global City,"Bonifacio Global City, Taguig City",Taguig City,,162,14.5534530000,121.0454360000,0,0
Patisserie Bebe Rouge,"Japanese, Bakery",4.2,Very Good,83,P,900,3,San Antonio,"San Antonio, Makati City",Makati City,,162,14.5651983166,121.0144663230,0,0
Kumori,"Bakery, Japanese",4.2,Very Good,96,P,300,1,"SM Makati, Glorietta Complex, Makati City","SM Makati, Glorietta Complex, Makati City, Makati City",Makati City,,162,14.5496850000,121.0267270000,0,0
Banapple,"Filipino, American, Italian, Bakery",4.1,Very Good,592,P,800,3,"Ayala Triangle Gardens, Salcedo Village, Makati City","Ayala Triangle Gardens, Salcedo Village, Makati City, Makati City",Makati City,,162,14.5565430000,121.0235370000,0,0
Conti's,"Italian, Bakery",4.1,Very Good,268,P,1500,4,"Greenbelt 2, San Lorenzo, Makati City","Greenbelt 2, San Lorenzo, Makati City, Makati City",Makati City,,162,14.5520500000,121.0203350000,0,0
Banapple,"Filipino, American, Italian, Bakery",4.1,Very Good,297,P,800,3,"SM City North EDSA, Bago Bantay, Quezon City","SM City North EDSA, Bago Bantay, Quezon City, Quezon City",Quezon City,,162,14.6553538204,121.0323499516,0,0
Conti's,"Italian, Bakery",4.1,Very Good,271,P,1500,4,"Serendra, Bonifacio Global City, Taguig City","Serendra, Bonifacio Global City, Taguig City, Taguig City",Taguig City,,162,14.5499130000,121.0536400000,0,0
Banapple,"Filipino, American, Italian, Bakery",4.1,Very Good,213,P,800,3,"Gateway Mall, Cubao, Quezon City","Gateway Mall, Cubao, Quezon City, Quezon City",Quezon City,,162,14.6211666667,121.0533333333,0,0
Nono's by Classic Confections,"International, Filipino, Bakery",4.1,Very Good,114,P,800,3,"UP Town Center, Diliman, Quezon City","UP Town Center, Diliman, Quezon City, Quezon City",Quezon City,,162,14.6489604342,121.0750078037,0,0
Conti's,"Italian, Bakery",4.1,Very Good,151,P,1500,4,Blue Ridge,"Blue Ridge, Quezon City",Quezon City,,162,14.6199500000,121.0728560000,0,0
Kumori,"Bakery, Coffee",4.1,Very Good,175,P,500,2,"The Block, SM City North EDSA, Bago Bantay, Quezon City","The Block, SM City North EDSA, Bago Bantay, Quezon City, Quezon City",Quezon City,,162,14.6562312340,121.0324133188,0,0
Krispy Kreme,"Bakery, Coffee",4.1,Very Good,129,P,500,2,"Bonifacio High Street, Bonifacio Global City, Taguig City","Bonifacio High Street, Bonifacio Global City, Taguig City, Taguig City",Taguig City,,162,14.5503390000,121.0508310000,0,0
