name,cuisines,aggregate_rating,rating_text,votes,currency,average_cost_for_two,price_range,locality,locality_verbose,city,zipcode,country_id,latitude,longitude,has_online_delivery,has_table_booking
Chicohamburguer,"American, Burger",3.6,Good,12,R$,60,3,Moema,"Moema, São Paulo",São Paulo,,30,-23.6002310000,-46.6589600000,0,0
Hamburgueria do Sujinho,"American, Burger, Fast Food",3.6,Good,8,R$,60,3,Consolação,"Consolação, São Paulo",São Paulo,10000,30,-23.5528333333,-46.6605000000,0,0
Galeria dos Pães,"Bakery, Brazilian",3.6,Good,15,R$,40,2,Jardim Paulista,"Jardim Paulista, São Paulo",São Paulo,10000,30,-23.5658333333,-46.6696666667,0,0
Big Pizza e Calzone,Pizza,3.6,Good,10,R$,50,2,Perdizes,"Perdizes, São Paulo",São Paulo,,30,-23.5351666667,-46.6853333333,0,0
Kidoairaku,Japanese,3.6,Good,6,R$,60,3,Liberdade,"Liberdade, São Paulo",São Paulo,,30,-23.5613333333,-46.6348333333,0,0
La Bombe,"Patisserie, Desserts",3.6,Good,5,R$,30,1,Itaim Bibi,"Itaim Bibi, São Paulo",São Paulo,,30,-23.5814910000,-46.6769850000,0,0
Pati Piva,"Desserts, Cafe",3.6,Good,3,R$,40,2,"Shopping Iguatemi, Pinheiros","Shopping Iguatemi, Pinheiros, São Paulo",São Paulo,10000,30,-23.5768333333,-46.6888333333,0,0
Paulista Burger,American,3.5,Good,9,R$,55,2,Consolação,"Consolação, São Paulo",São Paulo,,30,-23.5568333333,-46.6588333333,0,0
Benjamin Abrahão,"Bakery, Cafe",3.5,Good,11,R$,30,1,Santa Cecília,"Santa Cecília, São Paulo",São Paulo,,30,-23.5454140000,-46.6547460000,0,0
La Buena Onda,Mexican,3.5,Good,10,R$,50,2,Tatuapé,"Tatuapé, São Paulo",São Paulo,10000,30,-23.5461666667,-46.5663333333,0,0
St. Etienne,"Bakery, Brazilian",3.5,Good,9,R$,60,3,Alto de Pinheiros,"Alto de Pinheiros, São Paulo",São Paulo,,30,-23.5390000000,-46.7193333333,0,0
Estação Consolação,Brazilian,3.5,Good,10,R$,50,2,Consolação,"Consolação, São Paulo",São Paulo,,30,-23.5545000000,-46.6603333333,0,0
Rota do Acarajé,"Baiana, Brazilian",3.5,Good,8,R$,50,2,Santa Cecília,"Santa Cecília, São Paulo",São Paulo,,30,-23.5411666667,-46.6543333333,0,0
Ofner,"Cafe, Desserts",3.5,Good,3,R$,35,2,Itaim Bibi,"Itaim Bibi, São Paulo",São Paulo,,30,-23.5808333333,-46.6791666667,0,0
Baronesa,"Brazilian, Bakery, Pizza",3.5,Good,5,R$,50,2,Santa Cecília,"Santa Cecília, São Paulo",São Paulo,,30,-23.5389370000,-46.6578260000,0,0
Augusta Bakery St.,"Brazilian, Desserts",3.5,Good,2,R$,60,3,Consolação,"Consolação, São Paulo",São Paulo,,30,-23.5521666667,-46.6531666667,0,0
Cachoeira Tropical,"Healthy Food, Vegetarian",3.5,Good,4,R$,50,2,Itaim Bibi,"Itaim Bibi, São Paulo",São Paulo,,30,-23.6001666667,-46.6811666667,0,0
Andaluza,"Brazilian, Desserts",3.5,Good,5,R$,60,3,Vila Mariana,"Vila Mariana, São Paulo",São Paulo,,30,-23.5900000000,-46.6405000000,0,0
A Esperança,Pizza,3.5,Good,5,R$,60,3,Itaim Bibi,"Itaim Bibi, São Paulo",São Paulo,,30,-23.5814540000,-46.6774240000,0,0
Maria Farofa,"Brazilian, North Eastern",3.5,Good,3,R$,40,2,Vila Guilherme,"Vila Guilherme, São Paulo",São Paulo,,30,-23.5037340000,-46.6085020000,0,0
Ofner,"Cafe, Desserts",3.5,Good,4,R$,35,2,Pinheiros,"Pinheiros, São Paulo",São Paulo,,30,-23.5598333333,-46.6943333333,0,0
Chamon Grill,"Brazilian, Japanese, Italian",3.5,Good,2,R$,55,2,"Galeria Metrópole, República","Galeria Metrópole, República, São Paulo",São Paulo,,30,-23.5467250000,-46.6424722222,0,0
Prima Donna,Italian,3.5,Good,2,R$,60,3,Santa Cecília,"Santa Cecília, São Paulo",São Paulo,,30,-23.5361730000,-46.6607970000,0,0
Barão da Itararé,"Brazilian, Bar Food",3.5,Good,2,R$,50,2,"Bela Vista, Centro","Bela Vista, Centro, São Paulo",São Paulo,,30,-23.5555000000,-46.6553333333,0,0
Nico Hamburgueria,"Burger, American",3.3,Average,4,R$,60,3,Ipiranga,"Ipiranga, São Paulo",São Paulo,,30,-23.5883333333,-46.6068333333,0,0
Burdog,"Burger, Fast Food, American",3.4,Average,9,R$,60,3,Consolação,"Consolação, São Paulo",São Paulo,,30,-23.5554700000,-46.6670710000,0,0
Panetteria ZN,"Brazilian, Bakery, Desserts",3.4,Average,9,R$,55,2,Santana,"Santana, São Paulo",São Paulo,,30,-23.4834740000,-46.6364720000,0,0
Tollocos,Mexican,3.4,Average,11,R$,50,2,Consolação,"Consolação, São Paulo",São Paulo,,30,-23.5568333333,-46.6590000000,0,0
Kebab Paris,Arabian,3.4,Average,10,R$,35,2,Pinheiros,"Pinheiros, São Paulo",São Paulo,,30,-23.5643333333,-46.6800000000,0,0
Top Burguer,American,3.4,Average,5,R$,55,2,Perdizes,"Perdizes, São Paulo",São Paulo,,30,-23.5338333333,-46.6840000000,0,0
La Maison de la Crêpe,French,3.4,Average,5,R$,60,3,Perdizes,"Perdizes, São Paulo",São Paulo,,30,-23.5319630000,-46.6875420000,0,0
China Esmeralda,Chinese,3.4,Average,7,R$,60,3,Perdizes,"Perdizes, São Paulo",São Paulo,,30,-23.5318920000,-46.6659960000,0,0
Tigre Cego,"Brazilian, Burger",3.4,Average,7,R$,50,2,Vila Madalena,"Vila Madalena, São Paulo",São Paulo,,30,-23.5533200000,-46.6906540000,0,0
Madureira,Healthy Food,3.4,Average,4,R$,60,3,Itaim Bibi,"Itaim Bibi, São Paulo",São Paulo,,30,-23.5820410000,-46.6785970000,0,0
La Bombe,"Patisserie, Desserts",3.4,Average,7,R$,30,1,Pinheiros,"Pinheiros, São Paulo",São Paulo,,30,-23.5643333333,-46.6801666667,0,0
Itiriki,"Brazilian, Desserts",3.4,Average,6,R$,40,2,Liberdade,"Liberdade, São Paulo",São Paulo,10000,30,-23.5555611111,-46.6349750000,0,0
Esfiha Juventus,"Lebanese, Arabian",3.4,Average,7,R$,40,2,Mooca,"Mooca, São Paulo",São Paulo,10000,30,-23.5543333333,-46.6028333333,0,0
Leiriense,"Bakery, Brazilian",3.4,Average,6,R$,55,2,Itaim Bibi,"Itaim Bibi, São Paulo",São Paulo,,30,-23.6056666667,-46.6925000000,0,0
Flores na Varanda,Brazilian,3.4,Average,4,R$,50,2,Lapa,"Lapa, São Paulo",São Paulo,,30,-23.5295000000,-46.6961666667,0,0
Doceria Alteza,"Desserts, Cafe",3.4,Average,5,R$,20,1,Liberdade,"Liberdade, São Paulo",São Paulo,,30,-23.5570000000,-46.6356666667,0,0
Brasserie Victória,Arabian,3.4,Average,5,R$,60,3,Itaim Bibi,"Itaim Bibi, São Paulo",São Paulo,,30,-23.5881666667,-46.6751666667,0,0
Yokoyama,"Brazilian, Fast Food",3.4,Average,4,R$,30,1,Cambuci,"Cambuci, São Paulo",São Paulo,,30,-23.5753611111,-46.6232861111,0,0
Dona Deôla,"Bakery, Brazilian",3.4,Average,4,R$,50,2,Consolação,"Consolação, São Paulo",São Paulo,,30,-23.5388333333,-46.6603333333,0,0
O Melhor Bolo de Chocolate do Mundo,"Desserts, Cafe",3.4,Average,2,R$,40,2,"Shopping Morumbi, Santo Amaro","Shopping Morumbi, Santo Amaro, São Paulo",São Paulo,10000,30,-23.6235000000,-46.6981666667,0,0
Kappa Gourmet,"Brazilian, Japanese, Sushi",3.3,Average,6,R$,60,3,Jardim Paulista,"Jardim Paulista, São Paulo",São Paulo,10000,30,-23.5671590000,-46.6516640000,0,0
Maoz Vegetarian,"Vegetarian, Healthy Food, Juices",3.3,Average,8,R$,35,2,Jardim Paulista,"Jardim Paulista, São Paulo",São Paulo,,30,-23.5570170000,-46.6590350000,0,0
Hocca Bar,Brazilian,3.3,Average,4,R$,70,3,Mercado Municipal Paulistano,"Mercado Municipal Paulistano, São Paulo",São Paulo,,30,-23.5415583333,-46.6295555556,0,0
Osnir Hamburguer,American,3.3,Average,9,R$,60,3,Saúde,"Saúde, São Paulo",São Paulo,,30,-23.6091666667,-46.6376666667,0,0
Biggle's Burger,American,3.3,Average,5,R$,60,3,Butantã,"Butantã, São Paulo",São Paulo,,30,-23.5821666667,-46.7118333333,0,0
Bar do Mané,Fast Food,3.3,Average,4,R$,40,2,Mercado Municipal Paulistano,"Mercado Municipal Paulistano, São Paulo",São Paulo,,30,-23.5416972222,-46.6293861111,0,0
Jhony's,Brazilian,3.3,Average,6,R$,30,1,Santa Cecília,"Santa Cecília, São Paulo",São Paulo,,30,-23.5398333333,-46.6526666667,0,0
Burger 700 Classic,American,3.3,Average,4,R$,55,2,Perdizes,"Perdizes, São Paulo",São Paulo,,30,-23.5351666667,-46.6743333333,0,0
Dona Deôla,"Bakery, Brazilian",3.3,Average,4,R$,50,2,Perdizes,"Perdizes, São Paulo",São Paulo,,30,-23.5403694444,-46.6904250000,0,0
Mariana's Grill,"Grill, Brazilian",3.3,Average,5,R$,55,2,Vila Mariana,"Vila Mariana, São Paulo",São Paulo,,30,-23.5866510000,-46.6340380000,0,0
Pastelaria Brasileira,Fast Food,3.3,Average,4,R$,25,1,Perdizes,"Perdizes, São Paulo",São Paulo,10000,30,-23.5266666667,-46.6815000000,0,0
Ugue's Lanchonete,Brazilian,3.3,Average,4,R$,30,1,Santa Cecília,"Santa Cecília, São Paulo",São Paulo,,30,-23.5435660000,-46.6542890000,0,0
Pastificio Carasi,Italian,3.3,Average,3,R$,60,3,Mooca,"Mooca, São Paulo",São Paulo,10000,30,-23.5540000000,-46.5946666667,0,0
Kalili,Arabian,3.3,Average,3,R$,45,2,"Shopping Pátio Higienópolis, Santa Cecília","Shopping Pátio Higienópolis, Santa Cecília, São Paulo",São Paulo,,30,-23.5426666667,-46.6578333333,0,0
Quinto Pecado,"Cafe, Desserts",3.3,Average,2,R$,30,1,Vila Mariana,"Vila Mariana, São Paulo",São Paulo,,30,-23.5840000000,-46.6398333333,0,0
La Vie en Douce,"Desserts, Cafe",3.3,Average,2,R$,25,1,Consolação,"Consolação, São Paulo",São Paulo,,30,-23.5603333333,-46.6678333333,0,0
Ale Tedesco,"Cafe, Desserts",3.3,Average,2,R$,50,2,Santo Amaro,"Santo Amaro, São Paulo",São Paulo,,30,-23.6315888889,-46.7011638889,0,0
Chocolat du Jour,"Cafe, Desserts",3.3,Average,1,R$,45,2,Jardim Paulista,"Jardim Paulista, São Paulo",São Paulo,,30,-23.5629840000,-46.6673720000,0,0
Nutrisom Naturalmente,"Brazilian, Healthy Food",3.3,Average,2,R$,55,2,Itaim Bibi,"Itaim Bibi, São Paulo",São Paulo,,30,-23.5945700000,-46.6834670000,0,0
Ô de Casa,"Desserts, Cafe",3.3,Average,1,R$,25,1,Jardim Paulista,"Jardim Paulista, São Paulo",São Paulo,,30,-23.5723950000,-46.6556480000,0,0
Nutrisom,"Brazilian, Healthy Food",3.3,Average,1,R$,55,2,República,"República, São Paulo",São Paulo,10000,30,-23.5486666667,-46.6425000000,0,0
Cantinho da Cecília,"Brazilian, Pizza, Italian",3.2,Average,8,R$,40,2,Santa Cecília,"Santa Cecília, São Paulo",São Paulo,,30,-23.5396666667,-46.6503333333,0,0
Vila Angélica,Brazilian,3.2,Average,6,R$,60,3,Consolação,"Consolação, São Paulo",São Paulo,,30,-23.5516490000,-46.6609340000,0,0
Lanchonete do Tio Zé,Brazilian,3.2,Average,5,R$,55,2,Cambuci,"Cambuci, São Paulo",São Paulo,,30,-23.5723500000,-46.6128694444,0,0
Kebabel,Arabian,3.2,Average,6,R$,60,3,Consolação,"Consolação, São Paulo",São Paulo,,30,-23.5548333333,-46.6570000000,0,0
Croasonho,"Desserts, Fast Food, Brazilian",3.2,Average,4,R$,50,2,Pinheiros,"Pinheiros, São Paulo",São Paulo,,30,-23.5624260000,-46.6926300000,0,0
Café Suplicy,"Cafe, Desserts",3.2,Average,7,R$,35,2,Jardim Paulista,"Jardim Paulista, São Paulo",São Paulo,10000,30,-23.5645000000,-46.6653333333,0,0
Brigaderia,"Desserts, Cafe",3.2,Average,5,R$,40,2,"Shopping Market Place, Santo Amaro","Shopping Market Place, Santo Amaro, São Paulo",São Paulo,,30,-23.6215000000,-46.6996666667,0,0
Pibus Hamburguer,"American, Burger",3.2,Average,5,R$,45,2,Itaim Bibi,"Itaim Bibi, São Paulo",São Paulo,,30,-23.5895000000,-46.6771666667,0,0
Mister Pão,"Brazilian, Bakery",3.2,Average,5,R$,60,3,Santana,"Santana, São Paulo",São Paulo,,30,-23.4812870000,-46.6400260000,0,0
Jaf Burger,American,3.2,Average,4,R$,60,3,Alto de Pinheiros,"Alto de Pinheiros, São Paulo",São Paulo,,30,-23.5389333333,-46.7062750000,0,0
Floriana Café,"Brazilian, Cafeteria",3.2,Average,3,R$,60,3,Itaim Bibi,"Itaim Bibi, São Paulo",São Paulo,,30,-23.5838333333,-46.6715000000,0,0
Arabin,Arabian,3.2,Average,2,R$,50,2,Moema,"Moema, São Paulo",São Paulo,,30,-23.6109470000,-46.6604190000,0,0
Pão do Parque,"Brazilian, Bakery",3.2,Average,3,R$,50,2,Butantã,"Butantã, São Paulo",São Paulo,,30,-23.5573250000,-46.7553277778,0,0
Prosperità,Pizza,3.2,Average,2,R$,55,2,"Galeria Copan, Centro","Galeria Copan, Centro, São Paulo",São Paulo,,30,-23.5461277778,-46.6436527778,0,0
Rosima,Arabian,3.2,Average,1,R$,50,2,Jardim Paulista,"Jardim Paulista, São Paulo",São Paulo,,30,-23.5742660000,-46.6561170000,0,0
Pati Piva,"Desserts, Cafe",3.2,Average,1,R$,40,2,"Shopping Pátio Higienópolis, Santa Cecília","Shopping Pátio Higienópolis, Santa Cecília, São Paulo",São Paulo,,30,-23.5426666667,-46.6578333333,0,0
Bacio di Latte - Oscar Freire,Ice Cream,4.6,Excellent,17,R$,30,1,Jardim Paulista,"Jardim Paulista, São Paulo",São Paulo,,30,-23.5677540000,-46.6635980000,0,0
Bacio di Latte - Bela Cintra,Ice Cream,4.4,Very Good,28,R$,30,1,Jardim Paulista,"Jardim Paulista, São Paulo",São Paulo,10000,30,-23.5611666667,-46.6668333333,0,0
Julice Boulangere,"Bakery, Desserts, French",4.2,Very Good,19,R$,75,3,Pinheiros,"Pinheiros, São Paulo",São Paulo,,30,-23.5606666667,-46.6926666667,0,0
Cold Stone Creamery,Ice Cream,4.2,Very Good,13,R$,40,2,Moema,"Moema, São Paulo",São Paulo,,30,-23.6067370000,-46.6707030000,0,0
D'Lucca Gelato,"Ice Cream, Desserts",4.0,Very Good,18,R$,30,1,Itaim Bibi,"Itaim Bibi, São Paulo",São Paulo,,30,-23.5872870000,-46.6773040000,0,0
Frida e Mina,Desserts,3.9,Good,14,R$,35,2,Pinheiros,"Pinheiros, São Paulo",São Paulo,10000,30,-23.5633333333,-46.6826666667,0,0
Bacio di Latte - Rua Rouxinol,Ice Cream,4.0,Very Good,16,R$,30,1,Moema,"Moema, São Paulo",São Paulo,,30,-23.6040000000,-46.6696666667,0,0
Casa Mathilde,Desserts,3.9,Good,17,R$,50,2,Sé,"Sé, São Paulo",São Paulo,,30,-23.5454972222,-46.6347833333,0,0
Los Hermanos Paleteria Mexicana,Ice Cream,3.9,Good,12,R$,30,1,Santana,"Santana, São Paulo",São Paulo,,30,-23.5032690000,-46.6333180000,0,0
Gelatte di Gàbi,"Desserts, Ice Cream",3.8,Good,12,R$,25,1,Santana,"Santana, São Paulo",São Paulo,,30,-23.5033916667,-46.6376583333,0,0
Condimento,"International, Desserts, Cafe",3.8,Good,10,R$,70,3,Tatuapé,"Tatuapé, São Paulo",São Paulo,,30,-23.5520944444,-46.5647416667,0,0
Villa Grano,Bakery,3.7,Good,10,R$,70,3,Vila Madalena,"Vila Madalena, São Paulo",São Paulo,,30,-23.5565000000,-46.6913333333,0,0
Maria Brigadeiro,Desserts,3.7,Good,6,R$,20,1,Pinheiros,"Pinheiros, São Paulo",São Paulo,,30,-23.5605000000,-46.6731666667,0,0
Lu Bonometti,Desserts,3.7,Good,5,R$,25,1,Jardim Paulista,"Jardim Paulista, São Paulo",São Paulo,,30,-23.5740000000,-46.6588333333,0,0
Gelati Italia,"Ice Cream, Cafe, Desserts",3.6,Good,12,R$,30,1,Pinheiros,"Pinheiros, São Paulo",São Paulo,,30,-23.5646666667,-46.6810000000,0,0
Patisserie Douce France,"Bakery, Desserts",3.6,Good,3,R$,55,2,Jardim Paulista,"Jardim Paulista, São Paulo",São Paulo,10000,30,-23.5658333333,-46.6516666667,0,0
Empório Moema,Bakery,3.5,Good,8,R$,60,3,Moema,"Moema, São Paulo",São Paulo,,30,-23.6026666667,-46.6683333333,0,0
Joy Juice Smoothie Bar,Ice Cream,3.5,Good,4,R$,40,2,"Galeria Miami Plaza, Jardim Paulista","Galeria Miami Plaza, Jardim Paulista, São Paulo",São Paulo,,30,-23.5700790000,-46.6598080000,0,0
Osvaldo Bolos,"Desserts, Cafe",3.5,Good,6,R$,30,1,Campo Grande,"Campo Grande, São Paulo",São Paulo,,30,0.0000000000,0.0000000000,0,0
Confeitaria Dama,Desserts,3.5,Good,5,R$,40,2,Pinheiros,"Pinheiros, São Paulo",São Paulo,,30,-23.5605060000,-46.6980560000,0,0
Mr. Cheney,Desserts,3.5,Good,5,R$,15,1,"Shopping Eldorado, Pinheiros","Shopping Eldorado, Pinheiros, São Paulo",São Paulo,,30,-23.5702710000,-46.6903300000,0,0
GattaMelata,Desserts,3.4,Average,5,R$,30,1,Perdizes,"Perdizes, São Paulo",São Paulo,10000,30,-23.5355000000,-46.6680000000,0,0
Ceci,Bakery,3.4,Average,5,R$,50,2,Saúde,"Saúde, São Paulo",São Paulo,,30,-23.6193333333,-46.6503333333,0,0
Quartier Du Pain,Bakery,3.4,Average,3,R$,50,2,Jardim Paulista,"Jardim Paulista, São Paulo",São Paulo,,30,-23.5610000000,-46.6693333333,0,0
Stuppendo,"Ice Cream, Desserts, Cafe",3.3,Average,6,R$,30,1,Moema,"Moema, São Paulo",São Paulo,,30,-23.6058940000,-46.6715130000,0,0
PikurruchA'S,Desserts,3.2,Average,5,R$,25,1,Perdizes,"Perdizes, São Paulo",São Paulo,,30,-23.5358980000,-46.6812330000,0,0
Bacio di Latte,Ice Cream,3.2,Average,5,R$,30,1,Vila Madalena,"Vila Madalena, São Paulo",São Paulo,,30,-23.5550000000,-46.6881666667,0,0
Cuordicrema,Desserts,3.2,Average,4,R$,30,1,Itaim Bibi,"Itaim Bibi, São Paulo",São Paulo,,30,-23.5836666667,-46.6791666667,0,0
Bread & Co,Bakery,3.2,Average,4,R$,85,3,Moema,"Moema, São Paulo",São Paulo,,30,-23.5911666667,-46.6675000000,0,0
Sucrier,Desserts,3.2,Average,3,R$,25,1,Itaim Bibi,"Itaim Bibi, São Paulo",São Paulo,,30,-23.5812600000,-46.6776200000,0,0
Peccati,Ice Cream,3.2,Average,1,R$,25,1,Cursino,"Cursino, São Paulo",São Paulo,,30,-23.6097130000,-46.6185930000,0,0
A Trigueira,Bakery,3.2,Average,1,R$,100,4,Campo Belo,"Campo Belo, São Paulo",São Paulo,,30,-23.6176666667,-46.6723333333,0,0
Cau Chocolates,Desserts,3.2,Average,1,R$,20,1,"Shopping Pátio Higienópolis, Santa Cecília","Shopping Pátio Higienópolis, Santa Cecília, São Paulo",São Paulo,,30,-23.5426666667,-46.6580000000,0,0
Osvaldo Bolos,"Desserts, Cafe",3.2,Average,1,R$,30,1,Campo Grande,"Campo Grande, São Paulo",São Paulo,,30,0.0000000000,0.0000000000,0,0
Delícia Delizia,Ice Cream,3.1,Average,4,R$,30,1,Vila Andrade,"Vila Andrade, São Paulo",São Paulo,,30,-23.6244440000,-46.7339910000,0,0
Tal do bolo,Bakery,3.1,Average,2,R$,20,1,Itaim Bibi,"Itaim Bibi, São Paulo",São Paulo,,30,-23.6011666667,-46.6815000000,0,0
Brigaderia,Desserts,3.1,Average,2,R$,40,2,"Shopping Pátio Higienópolis, Santa Cecília","Shopping Pátio Higienópolis, Santa Cecília, São Paulo",São Paulo,,30,-23.5426666667,-46.6580000000,0,0
Folie,Desserts,3.1,Average,1,R$,40,2,Pinheiros,"Pinheiros, São Paulo",São Paulo,,30,-23.5601666667,-46.6766666667,0,0
Casa Godinho,Bakery,3.1,Average,1,R$,60,3,Sé,"Sé, São Paulo",São Paulo,,30,-23.5465990000,-46.6363230000,0,0
Haagen Dazs,Ice Cream,3.1,Average,1,R$,40,2,"Shopping Pátio Higienópolis, Santa Cecília","Shopping Pátio Higienópolis, Santa Cecília, São Paulo",São Paulo,,30,-23.5426666667,-46.6578333333,0,0
Alaska,Ice Cream,3.0,Average,6,R$,40,2,Vila Mariana,"Vila Mariana, São Paulo",São Paulo,,30,-23.5718333333,-46.6448333333,0,0
Gelateria Blu,Ice Cream,3.0,Average,4,R$,25,1,Moema,"Moema, São Paulo",São Paulo,,30,-23.6054340000,-46.6657250000,0,0
Santo  Bolo,Desserts,3.0,Average,1,R$,20,1,Perdizes,"Perdizes, São Paulo",São Paulo,,30,-23.5426650000,-46.6825420000,0,0
Ice by Nice,Ice Cream,3.0,Average,4,R$,55,2,Pinheiros,"Pinheiros, São Paulo",São Paulo,,30,-23.5688333333,-46.6921666667,0,0
Yogo Sub,Desserts,3.0,Average,4,R$,30,1,"Conjunto Nacional, Jardim Paulista","Conjunto Nacional, Jardim Paulista, São Paulo",São Paulo,,30,-23.5586890000,-46.6599180000,0,0
Patisserie Douce France,"Bakery, Desserts",3.0,Average,4,R$,55,2,"Shopping Morumbi, Santo Amaro","Shopping Morumbi, Santo Amaro, São Paulo",São Paulo,,30,-23.6229250000,-46.6985740000,0,0
Dri Dri,Ice Cream,2.9,Average,4,R$,30,1,Jardim Paulista,"Jardim Paulista, São Paulo",São Paulo,,30,-23.5649710000,-46.6652990000,0,0
Delasduas,Desserts,2.9,Average,4,R$,50,2,Campo Belo,"Campo Belo, São Paulo",São Paulo,,30,-23.6221666667,-46.6711666667,0,0
Diletto,Ice Cream,2.9,Average,4,R$,20,1,"Shopping D&D, Itaim Bibi","Shopping D&D, Itaim Bibi, São Paulo",São Paulo,,30,-23.6088040000,-46.6975200000,0,0
Diletto,Ice Cream,2.9,Average,4,R$,20,1,"Shopping Villa Lobos, Alto de Pinheiros","Shopping Villa Lobos, Alto de Pinheiros, São Paulo",São Paulo,10000,30,-23.5507361111,-46.7217944444,0,0
The Original Cupcake,Desserts,2.8,Average,4,R$,20,1,"Shopping Metrô Tatuapé, Tatuapé","Shopping Metrô Tatuapé, Tatuapé, São Paulo",São Paulo,,30,-23.5416666667,-46.5768333333,0,0
Brigaderia Gourmet,Desserts,2.8,Average,4,R$,20,1,"Shopping Plaza Sul, Cursino","Shopping Plaza Sul, Cursino, São Paulo",São Paulo,,30,-23.6200000000,-46.6268333333,0,0
Brigadeiro Bistrô,Desserts,2.8,Average,4,R$,30,1,"Shopping Vila Olímpia, Itaim Bibi","Shopping Vila Olímpia, Itaim Bibi, São Paulo",São Paulo,,30,-23.5957670000,-46.6847080000,0,0
Leticia,Bakery,2.8,Average,4,R$,50,2,Vila Madalena,"Vila Madalena, São Paulo",São Paulo,,30,-23.5496666667,-46.6830000000,0,0
The Original Cupcake,Desserts,2.8,Average,4,R$,20,1,"Shopping Center 3, Jardim Paulista","Shopping Center 3, Jardim Paulista, São Paulo",São Paulo,,30,-23.5579680000,-46.6594320000,0,0
Senza Parole,Desserts,2.8,Average,4,R$,25,1,Mooca,"Mooca, São Paulo",São Paulo,10000,30,-23.5528333333,-46.5880000000,0,0
Brigadeiro Factory,Desserts,2.8,Average,4,R$,40,2,Perdizes,"Perdizes, São Paulo",São Paulo,,30,-23.5418027778,-46.6835416667,0,0
Italianinha,Bakery,2.8,Average,4,R$,60,3,"Bela Vista, Centro","Bela Vista, Centro, São Paulo",São Paulo,,30,-23.5563950000,-46.6453350000,0,0
Coco Café,Bakery,2.8,Average,4,R$,60,3,Itaim Bibi,"Itaim Bibi, São Paulo",São Paulo,,30,-23.5888333333,-46.6753333333,0,0
